entry_id,business_unit_id,account_code,account_name,amount,posting_user,approving_user,posting_timestamp,entry_type
GL-00035,BU-03,5100,Travel & Entertainment,4661.96,user2@corp.com,manager1@corp.com,2023-06-08 12:14:52,Automated
GL-00036,BU-04,1000,Cash,1279.99,user2@corp.com,manager2@corp.com,2023-05-09 11:33:34,Manual
GL-00037,BU-01,1000,Cash,696.83,user3@corp.com,manager2@corp.com,2023-10-06 17:15:42,Automated
GL-00038,BU-03,1000,Cash,8743.5,user2@corp.com,manager2@corp.com,2023-07-03 17:07:24,Automated
GL-00039,BU-05,1000,Cash,5696.54,user3@corp.com,manager1@corp.com,2023-02-09 10:08:47,Automated
GL-00040,BU-01,5200,Office Supplies,5781.86,user2@corp.com,manager1@corp.com,2023-09-22 10:10:10,Automated
GL-00041,BU-03,5100,Travel & Entertainment,4710.58,user3@corp.com,manager1@corp.com,2023-10-27 13:03:37,Automated
GL-00042,BU-01,5200,Office Supplies,4595.07,user3@corp.com,manager2@corp.com,2023-02-23 14:17:08,Automated
GL-00043,BU-01,5000,Professional Fees,6274.53,user2@corp.com,manager1@corp.com,2023-01-03 09:17:40,Automated
GL-00044,BU-05,5100,Travel & Entertainment,2662.64,user1@corp.com,manager2@corp.com,2023-08-02 11:39:27,Automated
GL-00045,BU-02,2000,Accounts Payable,8943.11,user3@corp.com,manager1@corp.com,2023-12-27 14:50:12,Automated
GL-00046,BU-02,2000,Accounts Payable,1897.71,user1@corp.com,manager1@corp.com,2023-03-03 13:07:03,Automated
GL-00047,BU-02,1000,Cash,8718.5,user1@corp.com,manager1@corp.com,2023-06-08 14:39:08,Automated
GL-00048,BU-01,5100,Travel & Entertainment,2406.49,user1@corp.com,manager2@corp.com,2023-09-11 13:24:06,Automated
GL-00049,BU-04,5100,Travel & Entertainment,8358.16,user2@corp.com,manager1@corp.com,2023-12-28 10:07:50,Manual
GL-00050,BU-02,2000,Accounts Payable,587.22,user2@corp.com,manager2@corp.com,2023-12-07 15:13:45,Automated
GL-00051,BU-02,5100,Travel & Entertainment,1019.23,user1@corp.com,manager1@corp.com,2023-12-08 10:16:40,Automated
GL-00052,BU-04,1000,Cash,7432.36,user2@corp.com,manager2@corp.com,2023-07-04 16:50:31,Automated
GL-00053,BU-04,1000,Cash,3662.6,user2@corp.com,manager1@corp.com,2023-07-05 17:08:33,Automated
GL-00054,BU-03,5100,Travel & Entertainment,4063.05,user1@corp.com,manager2@corp.com,2023-09-08 15:27:36,Manual
GL-00055,BU-02,1000,Cash,9464.81,user3@corp.com,manager2@corp.com,2023-03-17 15:03:51,Manual
GL-00056,BU-03,1000,Cash,8771.82,user1@corp.com,manager2@corp.com,2023-10-19 15:36:06,Automated
GL-00057,BU-02,2000,Accounts Payable,5689.33,user1@corp.com,manager1@corp.com,2023-04-20 11:19:04,Automated
GL-00058,BU-03,1000,Cash,6002.42,user1@corp.com,manager2@corp.com,2023-05-05 09:29:59,Automated
GL-00059,BU-02,2000,Accounts Payable,1806.96,user3@corp.com,manager1@corp.com,2023-04-21 15:15:49,Automated
GL-00060,BU-04,1000,Cash,396.8,user1@corp.com,manager2@corp.com,2023-09-08 11:12:17,Automated
GL-00061,BU-01,5000,Professional Fees,381.93,user1@corp.com,manager2@corp.com,2023-01-23 14:26:06,Manual
GL-00062,BU-05,1000,Cash,9144.41,user1@corp.com,manager2@corp.com,2023-12-19 11:35:08,Automated
GL-00063,BU-01,2000,Accounts Payable,1091.14,user2@corp.com,manager1@corp.com,2023-10-26 11:02:10,Automated
GL-00064,BU-05,1000,Cash,9690.43,user2@corp.com,manager2@corp.com,2023-02-02 10:50:03,Automated
GL-00065,BU-02,5200,Office Supplies,3183.17,user2@corp.com,manager2@corp.com,2023-09-11 09:51:53,Automated
GL-00066,BU-04,5200,Office Supplies,9573.36,user3@corp.com,manager1@corp.com,2023-08-11 14:18:38,Automated
GL-00067,BU-02,5200,Office Supplies,1345.75,user3@corp.com,manager1@corp.com,2023-03-30 12:26:56,Automated
GL-00068,BU-02,1000,Cash,7200.95,user2@corp.com,manager1@corp.com,2023-07-27 10:58:50,Automated
GL-00069,BU-02,2000,Accounts Payable,3353.4,user2@corp.com,manager2@corp.com,2023-10-12 13:03:26,Automated
GL-00070,BU-01,5000,Professional Fees,5835.75,user1@corp.com,manager2@corp.com,2023-10-06 11:56:42,Automated
GL-00071,BU-02,2000,Accounts Payable,1515.25,user1@corp.com,manager1@corp.com,2023-11-27 09:40:44,Automated
GL-00072,BU-05,1000,Cash,4890.06,user2@corp.com,manager1@corp.com,2023-12-28 16:23:29,Automated
GL-00073,BU-01,2000,Accounts Payable,6250.99,user3@corp.com,manager2@corp.com,2023-01-13 16:38:41,Automated
GL-00074,BU-03,5200,Office Supplies,3438.82,user1@corp.com,manager2@corp.com,2023-12-21 14:55:04,Manual
GL-00075,BU-05,5100,Travel & Entertainment,4617.53,user1@corp.com,manager2@corp.com,2023-12-22 17:43:52,Automated
GL-00076,BU-01,5000,Professional Fees,6458.7,user3@corp.com,manager1@corp.com,2023-03-09 15:43:19,Automated
GL-00077,BU-02,5100,Travel & Entertainment,1290.75,user3@corp.com,manager2@corp.com,2023-06-12 10:58:13,Manual
GL-00078,BU-04,5000,Professional Fees,4418.02,user1@corp.com,manager1@corp.com,2023-12-07 16:07:08,Manual
GL-00079,BU-01,5200,Office Supplies,1502.91,user3@corp.com,manager1@corp.com,2023-11-22 12:02:36,Automated
GL-00080,BU-05,5000,Professional Fees,6049.27,user1@corp.com,manager1@corp.com,2023-03-10 17:28:10,Automated
GL-00081,BU-02,2000,Accounts Payable,1750.86,user1@corp.com,manager1@corp.com,2023-12-29 17:47:22,Automated
GL-00082,BU-05,5200,Office Supplies,8448.06,user3@corp.com,manager1@corp.com,2023-12-22 12:37:03,Manual
GL-00083,BU-04,5200,Office Supplies,8597.12,user2@corp.com,manager1@corp.com,2023-01-13 15:42:42,Automated
GL-00084,BU-02,5200,Office Supplies,8948.07,user2@corp.com,manager2@corp.com,2023-11-21 15:58:43,Automated
GL-00085,BU-02,5000,Professional Fees,841.22,user3@corp.com,manager2@corp.com,2023-06-02 09:15:27,Manual
GL-00086,BU-02,5200,Office Supplies,686.3,user2@corp.com,manager1@corp.com,2023-11-03 10:19:31,Automated
GL-00087,BU-04,2000,Accounts Payable,3973.26,user1@corp.com,manager2@corp.com,2023-07-12 12:18:45,Automated
GL-00088,BU-04,2000,Accounts Payable,798.26,user2@corp.com,manager1@corp.com,2023-03-14 14:33:00,Automated
GL-00089,BU-03,5200,Office Supplies,2137.73,user1@corp.com,manager2@corp.com,2023-12-28 11:49:34,Automated
GL-00090,BU-02,1000,Cash,3180.49,user1@corp.com,manager2@corp.com,2023-10-18 17:12:56,Automated
GL-00091,BU-02,5000,Professional Fees,5458.47,user3@corp.com,manager2@corp.com,2023-12-05 10:20:18,Automated
GL-00092,BU-03,5000,Professional Fees,9499.93,user1@corp.com,manager2@corp.com,2023-12-26 13:18:56,Automated
GL-00093,BU-03,5100,Travel & Entertainment,5891.29,user3@corp.com,manager2@corp.com,2023-04-21 15:01:39,Automated
GL-00094,BU-02,1000,Cash,9976.29,user3@corp.com,manager2@corp.com,2023-12-07 10:50:19,Manual
GL-00095,BU-03,5100,Travel & Entertainment,4274.57,user3@corp.com,manager1@corp.com,2023-01-13 15:12:36,Manual
GL-00096,BU-03,5000,Professional Fees,6438.63,user2@corp.com,manager2@corp.com,2023-01-04 13:22:34,Manual
GL-00097,BU-05,1000,Cash,1101.2,user2@corp.com,manager1@corp.com,2023-04-26 09:13:01,Automated
GL-00098,BU-05,5200,Office Supplies,6689.72,user1@corp.com,manager2@corp.com,2023-08-09 15:47:17,Automated
GL-00099,BU-01,5200,Office Supplies,6105.62,user3@corp.com,manager2@corp.com,2023-08-23 15:20:40,Automated
GL-00100,BU-03,5200,Office Supplies,5798.69,user1@corp.com,manager1@corp.com,2023-02-09 10:06:53,Automated
GL-00101,BU-03,5200,Office Supplies,8171.31,user3@corp.com,manager1@corp.com,2023-12-27 15:49:34,Automated
GL-00102,BU-04,5100,Travel & Entertainment,5776.11,user3@corp.com,manager1@corp.com,2023-05-11 16:49:07,Manual
GL-00103,BU-03,5100,Travel & Entertainment,2238.79,user1@corp.com,manager1@corp.com,2023-04-21 09:18:24,Automated
GL-00104,BU-03,5100,Travel & Entertainment,7317.67,user2@corp.com,manager2@corp.com,2023-06-26 09:50:25,Automated
GL-00105,BU-04,2000,Accounts Payable,4515.47,user1@corp.com,manager2@corp.com,2023-09-07 13:27:53,Automated
GL-00106,BU-04,5000,Professional Fees,2172.87,user3@corp.com,manager2@corp.com,2023-07-28 11:55:39,Automated
GL-00107,BU-05,2000,Accounts Payable,8580.8,user2@corp.com,manager2@corp.com,2023-07-21 16:00:10,Automated
GL-00108,BU-04,2000,Accounts Payable,8303.96,user1@corp.com,manager1@corp.com,2023-07-11 14:35:50,Automated
GL-00109,BU-04,5100,Travel & Entertainment,7589.99,user1@corp.com,manager2@corp.com,2023-12-12 11:30:12,Automated
GL-00110,BU-01,5100,Travel & Entertainment,7572.23,user1@corp.com,manager2@corp.com,2023-02-22 14:50:02,Automated
GL-00111,BU-05,5200,Office Supplies,9097.42,user3@corp.com,manager2@corp.com,2023-11-27 13:27:06,Automated
GL-00112,BU-03,5100,Travel & Entertainment,2066.33,user1@corp.com,manager2@corp.com,2023-07-13 10:36:09,Automated
GL-00113,BU-01,5000,Professional Fees,3602.62,user1@corp.com,manager2@corp.com,2023-06-29 17:16:11,Manual
GL-00114,BU-01,5000,Professional Fees,3305.98,user1@corp.com,manager2@corp.com,2023-04-14 10:01:33,Automated
GL-00115,BU-02,2000,Accounts Payable,360.96,user1@corp.com,manager1@corp.com,2023-03-16 13:07:56,Manual
GL-00116,BU-01,5100,Travel & Entertainment,1539.23,user2@corp.com,manager1@corp.com,2023-11-09 12:41:30,Manual
GL-00117,BU-04,5100,Travel & Entertainment,4203.81,user3@corp.com,manager1@corp.com,2023-02-13 16:56:38,Automated
GL-00118,BU-03,5200,Office Supplies,6309.83,user2@corp.com,manager2@corp.com,2023-05-09 15:11:57,Manual
GL-00119,BU-05,5000,Professional Fees,3765.26,user1@corp.com,manager2@corp.com,2023-03-03 15:33:22,Automated
GL-00120,BU-05,2000,Accounts Payable,8613.45,user3@corp.com,manager1@corp.com,2023-10-11 14:31:30,Automated
GL-00121,BU-01,1000,Cash,7112.7,user3@corp.com,manager2@corp.com,2023-06-28 17:23:34,Manual
GL-00122,BU-04,5200,Office Supplies,7229.05,user3@corp.com,manager1@corp.com,2023-09-07 12:27:26,Automated
GL-00123,BU-01,1000,Cash,6226.18,user2@corp.com,manager2@corp.com,2023-04-10 16:52:56,Manual
GL-00124,BU-03,2000,Accounts Payable,5643.59,user3@corp.com,manager1@corp.com,2023-10-05 09:49:13,Automated
GL-00125,BU-05,2000,Accounts Payable,6851.87,user1@corp.com,manager2@corp.com,2023-03-14 10:30:04,Automated
GL-00126,BU-02,1000,Cash,4365.22,user1@corp.com,manager2@corp.com,2023-01-06 16:16:27,Automated
GL-00127,BU-02,5000,Professional Fees,7002.34,user2@corp.com,manager2@corp.com,2023-10-12 17:46:35,Automated
GL-00128,BU-01,5200,Office Supplies,1527.91,user3@corp.com,manager2@corp.com,2023-05-11 15:06:47,Manual
GL-00129,BU-05,1000,Cash,5915.73,user1@corp.com,manager1@corp.com,2023-11-02 14:29:19,Automated
GL-00130,BU-02,2000,Accounts Payable,2563.12,user3@corp.com,manager1@corp.com,2023-04-25 12:49:31,Automated
GL-00131,BU-05,5100,Travel & Entertainment,3384.72,user1@corp.com,manager2@corp.com,2023-08-09 10:06:16,Automated
GL-00132,BU-03,5100,Travel & Entertainment,3874.78,user2@corp.com,manager1@corp.com,2023-09-19 15:52:27,Automated
GL-00133,BU-04,5000,Professional Fees,1856.37,user2@corp.com,manager2@corp.com,2023-10-20 14:23:12,Automated
GL-00134,BU-03,5000,Professional Fees,2086.01,user2@corp.com,manager1@corp.com,2023-03-17 15:23:37,Automated
GL-00135,BU-05,1000,Cash,2651.9,user3@corp.com,manager1@corp.com,2023-03-10 17:43:52,Automated
GL-00136,BU-01,5000,Professional Fees,1768.28,user3@corp.com,manager1@corp.com,2023-08-24 10:30:31,Automated
GL-00137,BU-01,5000,Professional Fees,8020.38,user3@corp.com,manager2@corp.com,2023-11-29 09:51:49,Manual
GL-00138,BU-01,2000,Accounts Payable,1899.69,user1@corp.com,manager2@corp.com,2023-09-06 16:21:21,Manual
GL-00139,BU-05,2000,Accounts Payable,5782.45,user2@corp.com,manager1@corp.com,2023-12-15 14:02:40,Automated
GL-00140,BU-03,5100,Travel & Entertainment,6258.62,user3@corp.com,manager1@corp.com,2023-06-07 09:26:39,Manual
GL-00141,BU-01,1000,Cash,6862.02,user3@corp.com,manager1@corp.com,2023-11-16 14:06:13,Automated
GL-00142,BU-05,5200,Office Supplies,9973.68,user2@corp.com,manager2@corp.com,2023-06-16 11:28:59,Manual
GL-00143,BU-02,5100,Travel & Entertainment,6720.18,user1@corp.com,manager2@corp.com,2023-07-20 10:45:49,Automated
GL-00144,BU-03,2000,Accounts Payable,1964.57,user2@corp.com,manager1@corp.com,2023-05-08 16:29:52,Automated
GL-00145,BU-05,5100,Travel & Entertainment,8492.96,user1@corp.com,manager2@corp.com,2023-02-03 10:27:16,Automated
GL-00146,BU-03,5200,Office Supplies,4002.43,user3@corp.com,manager1@corp.com,2023-06-05 17:02:11,Automated
GL-00147,BU-04,5100,Travel & Entertainment,3000.3,user3@corp.com,manager2@corp.com,2023-09-15 12:55:00,Automated
GL-00148,BU-05,1000,Cash,335.96,user1@corp.com,manager2@corp.com,2023-02-07 16:03:13,Automated
GL-00149,BU-05,5100,Travel & Entertainment,5026.38,user2@corp.com,manager1@corp.com,2023-03-13 13:17:08,Manual
GL-00150,BU-03,2000,Accounts Payable,3140.49,user3@corp.com,manager1@corp.com,2023-02-24 10:35:51,Automated
GL-00151,BU-02,5200,Office Supplies,567.35,user2@corp.com,manager2@corp.com,2023-07-05 09:11:41,Automated
GL-00152,BU-05,5200,Office Supplies,8255.09,user3@corp.com,manager2@corp.com,2023-05-04 09:11:10,Automated
GL-00153,BU-02,2000,Accounts Payable,3771.16,user3@corp.com,manager1@corp.com,2023-12-28 17:31:29,Automated
GL-00154,BU-04,2000,Accounts Payable,7152.86,user1@corp.com,manager1@corp.com,2023-04-07 12:57:59,Automated
GL-00155,BU-01,5200,Office Supplies,547.82,user2@corp.com,manager1@corp.com,2023-01-03 09:39:40,Manual
GL-00156,BU-04,1000,Cash,6629.98,user2@corp.com,manager1@corp.com,2023-04-12 12:41:41,Manual
GL-00157,BU-05,5000,Professional Fees,543.09,user1@corp.com,manager1@corp.com,2023-05-29 15:10:20,Automated
GL-00158,BU-04,5100,Travel & Entertainment,2128.28,user3@corp.com,manager2@corp.com,2023-03-31 13:13:01,Automated
GL-00159,BU-03,5100,Travel & Entertainment,3833.6,user1@corp.com,manager2@corp.com,2023-06-23 15:52:36,Automated
GL-00160,BU-02,5100,Travel & Entertainment,6990.42,user2@corp.com,manager1@corp.com,2023-10-20 09:31:16,Automated
GL-00161,BU-02,1000,Cash,1673.35,user2@corp.com,manager1@corp.com,2023-04-14 10:34:02,Automated
GL-00162,BU-03,2000,Accounts Payable,9557.64,user3@corp.com,manager2@corp.com,2023-05-09 13:19:49,Automated
GL-00163,BU-02,5000,Professional Fees,1174.07,user1@corp.com,manager2@corp.com,2023-04-28 13:20:21,Manual
GL-00164,BU-04,5200,Office Supplies,2087.8,user3@corp.com,manager1@corp.com,2023-08-15 16:55:39,Automated
GL-00165,BU-01,1000,Cash,476.51,user2@corp.com,manager1@corp.com,2023-10-06 12:45:12,Automated
GL-00166,BU-02,1000,Cash,4415.89,user2@corp.com,manager2@corp.com,2023-08-11 12:36:14,Automated
GL-00167,BU-03,1000,Cash,7691.22,user1@corp.com,manager1@corp.com,2023-01-05 17:35:19,Automated
GL-00168,BU-03,1000,Cash,3479.34,user2@corp.com,manager1@corp.com,2023-04-12 11:51:07,Automated
GL-00169,BU-02,1000,Cash,3862.34,user2@corp.com,manager1@corp.com,2023-09-11 15:46:14,Automated
GL-00170,BU-04,2000,Accounts Payable,6614.32,user2@corp.com,manager1@corp.com,2023-05-18 14:16:06,Automated
GL-00171,BU-05,2000,Accounts Payable,2949.28,user1@corp.com,manager1@corp.com,2023-09-27 17:04:16,Manual
GL-00172,BU-05,1000,Cash,6879.15,user2@corp.com,manager1@corp.com,2023-03-31 10:29:58,Automated
GL-00173,BU-01,5000,Professional Fees,480.46,user1@corp.com,manager1@corp.com,2023-01-25 14:02:26,Automated
GL-00174,BU-02,5200,Office Supplies,8155.69,user3@corp.com,manager1@corp.com,2023-09-15 09:13:03,Automated
GL-00175,BU-05,1000,Cash,831.85,user3@corp.com,manager2@corp.com,2023-02-15 17:56:07,Automated
GL-00176,BU-04,5000,Professional Fees,4551.74,user3@corp.com,manager1@corp.com,2023-06-30 15:47:44,Automated
GL-00177,BU-05,5000,Professional Fees,4843.38,user1@corp.com,manager2@corp.com,2023-04-28 16:38:32,Manual
GL-00178,BU-04,2000,Accounts Payable,2939.95,user3@corp.com,manager1@corp.com,2023-03-02 11:40:07,Manual
GL-00179,BU-02,2000,Accounts Payable,7426.06,user2@corp.com,manager2@corp.com,2023-06-07 14:45:24,Automated
GL-00180,BU-03,5100,Travel & Entertainment,8531.67,user2@corp.com,manager1@corp.com,2023-09-22 17:40:10,Automated
GL-00181,BU-04,5100,Travel & Entertainment,8847.86,user2@corp.com,manager2@corp.com,2023-07-13 15:49:48,Manual
GL-00182,BU-02,5100,Travel & Entertainment,3444.23,user3@corp.com,manager2@corp.com,2023-12-25 14:58:17,Automated
GL-00183,BU-05,2000,Accounts Payable,2247.9,user1@corp.com,manager1@corp.com,2023-12-14 12:06:28,Automated
GL-00184,BU-03,5100,Travel & Entertainment,8638.14,user2@corp.com,manager2@corp.com,2023-12-11 17:54:32,Automated
GL-00185,BU-03,2000,Accounts Payable,1175.64,user3@corp.com,manager2@corp.com,2023-09-29 16:37:36,Manual
GL-00186,BU-05,5200,Office Supplies,603.77,user1@corp.com,manager2@corp.com,2023-10-26 15:26:19,Manual
GL-00187,BU-02,5100,Travel & Entertainment,4374.66,user2@corp.com,manager1@corp.com,2023-05-01 17:31:28,Automated
GL-00188,BU-04,2000,Accounts Payable,9837.96,user3@corp.com,manager1@corp.com,2023-09-26 13:58:21,Automated
GL-00189,BU-02,2000,Accounts Payable,4171.77,user2@corp.com,manager1@corp.com,2023-02-15 11:23:38,Automated
GL-00190,BU-01,5100,Travel & Entertainment,6142.54,user3@corp.com,manager1@corp.com,2023-09-06 14:13:15,Automated
GL-00191,BU-01,1000,Cash,185.82,user1@corp.com,manager2@corp.com,2023-12-22 09:57:14,Automated
GL-00192,BU-01,5000,Professional Fees,7461.48,user1@corp.com,manager2@corp.com,2023-04-25 12:56:59,Automated
GL-00193,BU-03,5000,Professional Fees,4803.36,user3@corp.com,manager1@corp.com,2023-05-23 16:45:26,Automated
GL-00194,BU-04,5200,Office Supplies,9018.09,user1@corp.com,manager1@corp.com,2023-08-25 11:43:27,Automated
GL-00195,BU-03,5200,Office Supplies,1666.98,user3@corp.com,manager2@corp.com,2023-03-27 15:27:50,Automated
GL-00196,BU-01,2000,Accounts Payable,6672.3,user1@corp.com,manager2@corp.com,2023-03-27 10:25:35,Automated
GL-00197,BU-01,2000,Accounts Payable,4780.85,user2@corp.com,manager1@corp.com,2023-02-21 15:57:04,Automated
GL-00198,BU-01,5000,Professional Fees,5890.42,user1@corp.com,manager2@corp.com,2023-07-05 16:58:42,Manual
GL-00199,BU-01,5200,Office Supplies,8867.48,user1@corp.com,manager2@corp.com,2023-03-01 14:47:34,Automated
GL-00200,BU-02,5200,Office Supplies,6805.99,user1@corp.com,manager1@corp.com,2023-06-26 13:42:30,Manual
GL-00201,BU-05,5000,Professional Fees,7142.94,user1@corp.com,manager2@corp.com,2023-10-18 13:23:37,Manual
GL-00202,BU-02,5100,Travel & Entertainment,6256.44,user3@corp.com,manager2@corp.com,2023-08-24 09:53:46,Automated
GL-00203,BU-04,5000,Professional Fees,5182.89,user3@corp.com,manager1@corp.com,2023-05-26 12:26:09,Automated
GL-00204,BU-03,2000,Accounts Payable,6529.11,user3@corp.com,manager2@corp.com,2023-06-09 09:57:43,Automated
GL-00205,BU-01,5100,Travel & Entertainment,500.51,user3@corp.com,manager2@corp.com,2023-09-28 14:33:42,Automated
GL-00206,BU-05,1000,Cash,8733.2,user3@corp.com,manager1@corp.com,2023-08-02 11:14:11,Automated
GL-00207,BU-01,5100,Travel & Entertainment,9054.89,user2@corp.com,manager2@corp.com,2023-12-21 12:53:01,Automated
GL-00208,BU-04,5000,Professional Fees,3422.79,user3@corp.com,manager2@corp.com,2023-06-30 15:26:08,Automated
GL-00209,BU-04,2000,Accounts Payable,7219.26,user3@corp.com,manager1@corp.com,2023-10-20 14:01:06,Automated
GL-00210,BU-05,1000,Cash,9195.88,user1@corp.com,manager2@corp.com,2023-07-28 16:01:40,Manual
GL-00211,BU-01,1000,Cash,8081.64,user1@corp.com,manager1@corp.com,2023-11-08 11:08:06,Automated
GL-00212,BU-01,1000,Cash,5761.9,user1@corp.com,manager1@corp.com,2023-09-15 11:48:31,Automated
GL-00213,BU-02,1000,Cash,8714.58,user3@corp.com,manager1@corp.com,2023-11-17 14:10:56,Automated
GL-00214,BU-01,5100,Travel & Entertainment,7882.7,user1@corp.com,manager1@corp.com,2023-03-24 14:44:37,Automated
GL-00215,BU-01,2000,Accounts Payable,1937.19,user3@corp.com,manager1@corp.com,2023-10-23 10:02:46,Automated
GL-00216,BU-03,2000,Accounts Payable,594.99,user1@corp.com,manager2@corp.com,2023-04-07 12:32:41,Automated
GL-00217,BU-05,2000,Accounts Payable,8193.75,user3@corp.com,manager2@corp.com,2023-09-22 16:14:46,Automated
GL-00218,BU-04,5100,Travel & Entertainment,7342.49,user3@corp.com,manager1@corp.com,2023-10-19 13:40:56,Automated
GL-00219,BU-02,1000,Cash,1840.92,user1@corp.com,manager2@corp.com,2023-08-18 10:23:35,Manual
GL-00220,BU-02,5200,Office Supplies,7029.67,user3@corp.com,manager1@corp.com,2023-12-06 12:12:30,Automated
GL-00221,BU-05,5000,Professional Fees,1707.99,user3@corp.com,manager2@corp.com,2023-11-02 12:49:36,Automated
GL-00222,BU-05,5000,Professional Fees,4322.58,user2@corp.com,manager1@corp.com,2023-02-01 12:05:11,Automated
GL-00223,BU-01,5000,Professional Fees,7567.54,user1@corp.com,manager1@corp.com,2023-07-24 13:04:37,Automated
GL-00224,BU-01,1000,Cash,891.52,user3@corp.com,manager2@corp.com,2023-06-23 15:59:34,Manual
GL-00225,BU-05,1000,Cash,5922.57,user2@corp.com,manager1@corp.com,2023-07-25 14:55:49,Automated
GL-00226,BU-04,5000,Professional Fees,3645.31,user2@corp.com,manager2@corp.com,2023-09-29 16:34:32,Automated
GL-00227,BU-02,5100,Travel & Entertainment,5504.58,user3@corp.com,manager1@corp.com,2023-05-19 14:04:45,Automated
GL-00228,BU-04,1000,Cash,4156.35,user2@corp.com,manager2@corp.com,2023-01-31 14:58:12,Automated
GL-00229,BU-04,5100,Travel & Entertainment,1611.58,user3@corp.com,manager2@corp.com,2023-12-21 16:20:25,Manual
GL-00230,BU-04,2000,Accounts Payable,3876.43,user3@corp.com,manager1@corp.com,2023-08-08 14:26:01,Automated
